NO,Operator,Node_Status,Life,Asset,Province,Service_Center,Brand,NE_IP,NE_Name,NE_Type,Bandwidth,Used_Port,Free_Port,Total,Battery_life,Type,PON_Type,OLT_Slot,Platform,Name_Umbo,customer_Umbo,OLT_Twin,Procurement_OLT,Procurement_Battery_Li_On,Battery_Site,Asset_Battery,Check_Update_OLT
"83","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.1.205","CMI_NT2_KNH_Outdoor(LR)","C320v2","10G","23","1","681","3 - 5 ปี","Outdoor","LR","2 Slot","-","CMI_NOGH_OLT01_(เคหะหนองหอย)","610","no","null","null","null","null","OLT ยังใช้"
"84","NT","Online","รอสอบถาม","null","แพร่","แพร่ 1","Fiberhome","10.162.11.136","PRE_NT1_PHRAE_Indoor(LR)","AN6000-15","10G","26","6","681","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT1_สค.แพร่2","499","-","2566","null","null","null","OLT ยังใช้"
"85","NT","Online","รอสอบถาม","null","เชียงราย","เวียงป่าเป้า","ZTE","10.230.21.115","CRI_NT2_MaeSuay_Indoor(LR)","C300v2","10G","36","4","675","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","แม่สรวย FTTx","686","-","null","null","null","null","OLT ยังใช้"
"86","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หล่มสัก 1","ZTE","10.229.85.205","PBN_NT2_LomKao_Indoor (LR)","C600","10G","21","11","661","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","หล่มเก่า (XGPON)","669","-","null","null","null","null","OLT ยังใช้"
"87","NT","Online","รอสอบถาม","null","นครสวรรค์","ปากน้ำโพ","ZTE","10.229.69.221","NSN_NT2_Watnakornsawan_Outdoor(LR)","C620","10G","23","9","658","9 ปีขึ้นไป","Outdoor","LR","2 Slot","New Platform","OLT_วัดนครสวรรค์","664","no","null","null","null","null","OLT ยังใช้"
"88","NT","Online","รอสอบถาม","null","เชียงใหม่","ฝาง 1","Fiberhome","10.162.25.133","FNG_NT1_FG1_Indoor(LR)","AN5116-06B","10G","31","17","652","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT1_สค.ฝาง","603","-","2566","null","null","null","OLT ยังใช้"
"89","NT","Online","รอสอบถาม","null","เชียงราย","เทิง","ZTE","10.230.21.121","CRI_NT2_Plong_Indoor(LR)","C300v2","10G","23","1","652","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","ปล้อง","657","-","null","null","null","null","OLT ยังใช้"
"90","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","Huawei_NT2","10.230.240.101","LPN_NT2_มะเขือแจ้_10.230.240.101_outdoor(LR)","MA5608T","10G","16","0","641","9 ปีขึ้นไป","Outdoor","LR","2 Slot","-","null","null","no","2567","null","null","null","OLT ยังใช้"
"91","NT","Online","รอสอบถาม","null","เชียงราย","เทิง","ZTE","10.230.21.128","CRI_NT2_Ngao_Indoor(LR)","C300v2","10G","27","5","640","6 - 8 ปี","Indoor","LR","15 Slot","-","หงาว","655","-","null","null","null","null","OLT ยังใช้"
"92","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","ZTE","10.230.1.155","CMI_NT2_CMI3/3_Indoor(LR)","C300v2","10G","18","14","636","6 - 8 ปี","Indoor","LR","15 Slot","-","CMI_CMI3_OLT03_(เชียงใหม่ 3/3)","547","-","null","null","null","null","OLT ยังใช้"
"93","NT","Online","รอสอบถาม","null","แพร่","เด่นชัย","ZTE","10.230.49.203","PRE_NT2_DCI_Indoor(LR)","C300v2","10G","24","8","632","3 - 5 ปี","Indoor","LR","15 Slot","-","OLT_NT2_เด่นชัย","633","-","null","null","null","null","OLT ยังใช้"
"94","NT","Online","รอสอบถาม","null","เชียงราย","เทิง","ZTE","10.230.21.137","CRI_NT2_MaiYa_Indoor(LR)","C300v2","10G","22","2","621","6 - 8 ปี","Indoor","LR","15 Slot","-","ไม้ยา","632","-","null","null","null","null","OLT ยังใช้"
"95","NT","Online","รอสอบถาม","null","พิจิตร","บางมูลนาก","ZTE","10.255.23.11","PCT_NT2_BangMunNark_Indoor","C600","10G","17","15","614","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","OLT-BABUNAG.","610","-","null","null","null","null","OLT ยังใช้"
"96","NT","Online","รอสอบถาม","null","เชียงใหม่","สี่แยกสนามบิน","ZTE","10.230.4.198","CMI_NT2_EMP1_Outdoor(LR)","C320v2","10G","18","6","613","3 - 5 ปี","Outdoor","LR","2 Slot","-","cmi_emr1_olt01","546","no","null","null","null","null","OLT ยังใช้"
"97","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.155","LPG_NT2_PongSanThong_Indoor(LR)","C600","10G","16","0","612","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","lpg_fttx_pst_02","610","-","2565","null","null","null","OLT ยังใช้"
"98","NT","Online","รอสอบถาม","null","น่าน","ปัว","Fiberhome","10.162.158.130","NAN_NT1_Pua_10G_Indoor","AN5516-04","10G","18","6","607","6 - 8 ปี","Indoor","LR","2 Slot","-","NAN_GPON-FH Pua NT1","522","no","2568 (ระหว่างปี)","null","null","null","OLT ยังใช้"
"99","NT","Online","รอสอบถาม","null","เชียงใหม่","สันกำแพง","ZTE","10.230.1.210","CMI_NT2_MAN_Indoor(LR)","C300v2","10G","23","9","606","6 - 8 ปี","Indoor","LR","15 Slot","-","CMI_MAN_OLT01_(แม่ออน)","492","-","null","null","null","null","OLT ยังใช้"
"100","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","Fiberhome","10.162.27.137","NAN_NT1_MueangNan-2_10G_Indoor","AN6000-15","10G","23","9","602","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","NAN_GPON-FH Office2 NT1","511","ตั้งคู่รุ่นเก่า","2565","null","null","null","OLT ยังใช้"
"101","NT","Online","รอสอบถาม","null","แพร่","เด่นชัย","ZTE","10.230.49.204","PRE_NT2_LONG_Indoor(LR)","C300v2","10G","21","19","593","3 - 5 ปี","Indoor","LR","15 Slot","-","OLT_NT2_ลอง","595","-","null","null","null","null","OLT ยังใช้"
"102","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","Fiberhome","10.162.235.130","LPG_NT1_OFFE_Indoor------สค.ลำปาง 10.162.235.130_10G *อยู่ระหว่างตัดถ่ายวงจร*","AN6000-15","10G","39","9","586","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","NT1_LPG_GPON-FH Office#2 NT1","464","no","null","null","null","null","OLT ยังใช้"
"103","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.33.158","LPN_NT2_ Li _10.230.33.158_Indoor(LR)","C300","10G","24","8","584","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT ลี้","565","-","null","2569","48V 20Ah & EMM","202011078068","OLT ยังใช้"
"104","NT","Online","รอสอบถาม","null","เชียงราย","เวียงป่าเป้า","ZTE","10.230.21.110","CRI_NT2_MaeKhaChan_Indoor(LR)","C300v2","10G","29","3","582","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","แม่ขะจาน","600","-","null","null","null","null","OLT ยังใช้"
"105","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 2","Fiberhome","10.162.244.2","STI_NT1_BANK_Indoor บ้านกล้วย-10.162.244.2","AN6000-15","10G","39","25","582","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT1_บ้านกล้วย2 FBH","488","ตั้งคู่รุ่นเก่า","2565","null","null","null","OLT ยังใช้"
"106","NT","Online","รอสอบถาม","null","เชียงราย","แม่สาย 1","ZTE","10.230.21.107","CRI_NT2_HuayKhai_Indoor(LR)","C300v2","10G","23","9","579","3 - 5 ปี","Indoor","LR","15 Slot","-","ห้วยไคร้ FTTx","568","-","null","null","null","null","OLT ยังใช้"
"107","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.153","LPG_NT2_JanAndJoy_Indoor(LR)","C600","10G","21","11","579","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","lpg_fttx_chch_02","585","-","null","null","null","null","OLT ยังใช้"
"108","NT","Online","รอสอบถาม","null","แพร่","แพร่ 2","ZTE","10.230.49.206","PRE_NT2_SONG_Indoor(LR)","C600","10G","22","10","577","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT2_สอง","574","-","2565","null","null","null","OLT ยังใช้"
"109","NT","Online","รอสอบถาม","null","ลำปาง","เถิน 1","ZTE","10.230.41.145","LPG_NT2_Thoen_Indoor(LR)","C300v2","10G","17","15","576","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","lpg_the_xgpon01","581","-","null","null","null","null","OLT ยังใช้"
"110","NT","Online","รอสอบถาม","null","นครสวรรค์","ลาดยาว","ZTE","10.229.69.188","NSN_NT2_LYO (LatYao)_Indoor(LR)","C600","10G","26","6","573","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","ลาดยาว_C600","589","-","null","null","null","null","OLT ยังใช้"
"111","NT","Online","รอสอบถาม","null","แพร่","แพร่ 2","ZTE","10.230.49.205","PRE_NT2_RKG_Indoor(LR)","C600","10G","22","10","571","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT2_ร้องกวาง","560","-","2565","null","null","null","OLT ยังใช้"
"112","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.150","LPN_NT2_Lamphun2_10.230.33.150_Indoor(LR)","C300v2","10G","24","8","568","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT ลำพูน2","556","-","2569","null","null","null","OLT ยังใช้"
"113","NT","Online","รอสอบถาม","null","เพชรบูรณ์","ซับสมอทอด","ZTE","10.229.85.209","PBN_NT2_WiChainBuRee_Indoor (LR)","C600","10G","17","15","567","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","วิเชียรบุรี (XGPON)","571","-","null","null","null","null","OLT ยังใช้"
"114","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","Huawei_NT2","10.230.238.14","SonRaChaKan-(XGPON-Combo)","MA5800-X2","10G","18","6","564","1 - 2 ปี","ไม่ระบุในชื่อ Node","null","2 Slot","New Platform","cmi_cmgc_olt01_(ศูนย์ราชการเชียงใหม่ HW)","534","no","null","null","null","null","OLT ยังใช้"
"115","NT","Online","รอสอบถาม","null","อุตรดิตถ์","อุตรดิตถ์ 1","ZTE","10.229.33.109","UTT_NT2_TYM6 ThungYang_Outdoor(LR)","C320v2","10G","23","1","564","9 ปีขึ้นไป","Outdoor","LR","2 Slot","-","OLT_NT_ทุ่งยั้ง ม.6(วัดพระเเท่น)","574","no","2568 (ระหว่างปี)","2569","48V 20Ah & EMM","202011099593","OLT ยังใช้"
"116","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 2","Fiberhome","10.162.6.130","LPN_NT1_LumpunNikom_Indoor(LR)","AN6000-15","10G","48","0","564","9 ปีขึ้นไป","Indoor","LR","15 Slot","New Platform","OLT_NT1_นิคมอุตสาหกรรมออฟฟิศ","501","-","2565","null","null","null","OLT ยังใช้"
"117","NT","Online","รอสอบถาม","null","ลำพูน","null","ZTE","10.230.33.230","LPN_NT2_Nikom_Lamphun_10.230.33.230_Indoor(LR)","C600","10G","37","11","563","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","OLT_NT2_นิคม_ลำพูนC600","550","-","null","null","null","null","OLT ยังใช้"
"118","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.33.154","LPN_NT2_Banhong_10.230.33.154_Indoor(LR)","C300","10G","25","7","563","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT บ้านโฮ่ง","556","-","null","2569","48V 20Ah & EMM","202011075041","OLT ยังใช้"
"119","NT","Online","รอสอบถาม","null","เชียงราย","เชียงราย 2","ZTE","10.230.21.124","CRI_NT2_DenHA_Outdoor(LR)","C620","10G","26","6","557","6 - 8 ปี","Outdoor","LR","2 Slot","New Platform","เด่นห้า","546","no","null","null","null","null","OLT ยังใช้"
"120","NT","Online","รอสอบถาม","null","กำแพงเพชร","คลองขลุง","ZTE","10.230.77.5","KPT_NT2_KKG_Outdoor[LR]","C300v2","10G","25","3","557","9 ปีขึ้นไป","Outdoor","LR","15 Slot","-","KPT_NT2_KKG_คลองขลุง_OUTDOOR[LR]","480","-","null","null","null","null","OLT ยังใช้"
"121","NT","Online","รอสอบถาม","null","เชียงใหม่","ศูนย์ราชการจังหวัดเชียงใหม่","ZTE","10.230.2.20","CMI_NT2_CTN6_Indoor(LR)","C320v2","10G","16","0","554","3 - 5 ปี","Indoor","LR","2 Slot","-","CMI_CHTA_OLT01_(โชตนา ซ.6)","495","no","null","null","null","null","OLT ยังใช้"
"122","NT","Online","รอสอบถาม","null","พิษณุโลก","พิษณุโลก 2","Fiberhome","10.162.1.141","PLK_NT1_RIMNAM.10.162.1.141_Indoor(LR)","AN5116-06B","10G","60","20","553","9 ปีขึ้นไป","Indoor","LR","15 Slot","-","OLT_NT1_สนง.พิษณุโลก (ริมน้ำ)","422","-","2565","null","null","null","OLT ยังใช้"
"123","NT","Online","รอสอบถาม","null","เชียงใหม่","สันทราย","ZTE","10.230.1.234","CMI_NT2_YSSI_Outdoor(LR)","C620","10G","15","17","550","1 - 2 ปี","Outdoor","LR","2 Slot","New Platform","OLT สันทรายcab#006","491","no","null","null","null","null","OLT ยังใช้"
"124","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่ฮ่องสอน 1","ZTE","10.230.25.70","MSN_NT2_Gran_Pa_Par_Cab#9_Outdoor(LR)","C320v2","10G","32","0","550","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_การประปา","524","no","null","null","null","null","OLT ยังใช้"
"125","NT","Online","รอสอบถาม","null","น่าน","เวียงสา","ZTE","10.230.62.54","NAN_NT2_NNI_Indoor","C600","10G","33","15","550","1 - 2 ปี","Indoor","LR","15 Slot","New Platform","nan_nni_zte02 นาน้อย","555","-","2565","null","null","null","OLT ยังใช้"
"126","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.145","STI_NT2_BSU_Indoor(LR)","C620","10G","14","18","548","1 - 2 ปี","Indoor","LR","2 Slot","New Platform","OLT_NT_บ้านสวน(ใหม่)","558","no","null","null","null","null","OLT ยังใช้"
